"participant_id","fileAs","givenname","surname","birthdate","gender","Address_1","city","province","postalCode"
"591","Ulibarri, Rayford","Rayford","Ulibarri","8/8/2003 12:00:00 AM","male","3110 rue Ontario Ouest","MOOSE JAW","SK","S6H 7B1"
"592","Kawabata, Nicholas","Nicholas","Kawabata","11/13/2002 12:00:00 AM","male","238 MacLaren Street","ESTEVAN","SK","S4A 0W2"
"593","Hopson, Joseph","Joseph","Hopson","10/22/2005 12:00:00 AM","male","2144 Yonge Street","MOOSE JAW","SK","S6H 5E2"
"594","Alvaro, Carmella","Carmella","Alvaro","10/2/2006 12:00:00 AM","female","4274 47th Avenue","REGINA","SK","S7R 7M2"
"595","Christine, Fred","Fred","Christine","9/11/2005 12:00:00 AM","male","4620 Maynard Rd","ESTEVAN","SK","S4A 1E5"
"596","Langowski, Elsie","Elsie","Langowski","3/29/2006 12:00:00 AM","female","2413 9th Avenue","ESTEVAN","SK","S4A 0L6"
"597","Moonan, Edna","Edna","Moonan","2/21/2003 12:00:00 AM","female","2928 Bloor Street","MOOSOMIN","SK","S0G 3NO"
"598","Hardin, Gina","Gina","Hardin","7/14/2006 12:00:00 AM","female","4117 Barrydowne Road","SASKATOON","SK","S7T 0C1"
"599","Hunter, Doyle","Doyle","Hunter","7/13/2002 12:00:00 AM","male","4033 Speers Road","MCTAGGART","SK","S0G 3G0"
"600","Altaras, Matthew","Matthew","Altaras","7/17/2006 12:00:00 AM","male","321 Haaglund Rd","ANEROID","SK","S0N 0C0"
"601","McComas, Virginia","Virginia","McComas","3/30/2007 12:00:00 AM","female","1926 Eglinton Avenue","ESTEVAN","SK","S4A 1J9"
"602","Lemming, Stuart","Stuart","Lemming","4/17/2006 12:00:00 AM","male","3556 rue Garneau","PRINCE ALBERT","SK","S6V 0J6"
"603","Harker, Anthony","Anthony","Harker","7/15/2005 12:00:00 AM","male","1943 Black Avon Road","REGINA","SK","S4X 4K7"
"604","Creek, Charline","Charline","Creek","8/30/2006 12:00:00 AM","female","4966 40th Street","ESTEVAN","SK","S4A 1T6"
"605","Sierra, Loriann","Loriann","Sierra","5/9/2004 12:00:00 AM","female","578 Boulevard Laflèche","REGINA","SK","S4P 2Z2"
"606","Thrash, George","George","Thrash","10/16/2006 12:00:00 AM","male","4351 rue Saint-Édouard","REGINA","SK","S4S 1K6"
"607","Skok, Timothy","Timothy","Skok","4/6/2004 12:00:00 AM","male","644 Bay Street","SWIFT CURRENT","SK","S9H 1J2"
"608","Stricklind, Esther","Esther","Stricklind","5/8/2006 12:00:00 AM","female","1558 Eglinton Avenue","WEYBURN","SK","S4H 1H7"
"609","Cantor, Thomas","Thomas","Cantor","9/5/2005 12:00:00 AM","male","2690 Balmy Beach Road","PRINCE ALBERT","SK","S6V 0A7"
"610","Carlsen, Lydia","Lydia","Carlsen","5/28/2003 12:00:00 AM","female","703 40th Street","MOOSE JAW","SK","S6H 8B6"
"611","Manning, Antonio","Antonio","Manning","4/22/2003 12:00:00 AM","male","1987 Eglinton Avenue","WEYBURN","SK","S4H 3T9"
"612","Wernert, Richard","Richard","Wernert","12/4/2006 12:00:00 AM","male","4799 Adelaide St","SHAUNAVON","SK","S0N 3L0"
"613","Jimenz, Edward","Edward","Jimenz","7/1/2005 12:00:00 AM","male","3138 Albert Street","SWIFT CURRENT","SK","S9H 1R8"
"614","Bubar, Mei","Mei","Bubar","1/17/2007 12:00:00 AM","female","2805 Hyde Park Road","PRINCE ALBERT","SK","S6V 0L4"
"615","Pamphile, Danny","Danny","Pamphile","3/29/2007 12:00:00 AM","male","4512 rue Levy","MOOSE JAW","SK","S6H 6Y6"
"616","Sandman, Jason","Jason","Sandman","2/23/2007 12:00:00 AM","male","863 rue des Églises Est","SASKATOON","SK","S7K 3M9"
"617","Cleary, Dean","Dean","Cleary","12/31/2007 12:00:00 AM","male","2028 Merton Street","PRINCE ALBERT","SK","S6V 0N5"
"618","Davidsmeyer, Ronald","Ronald","Davidsmeyer","12/26/2006 12:00:00 AM","male","1653 Bridgeport Rd","KAYVILLE","SK","S0H 2C0"
"619","Vallier, Roberto","Roberto","Vallier","3/19/2004 12:00:00 AM","male","3322 Matheson St","ESTEVAN","SK","S4A 1E5"
"620","Nunziata, Betty","Betty","Nunziata","8/12/2007 12:00:00 AM","female","1109 Royal Avenue","SASKATOON","SK","S7J 4S4"
"621","Baskow, Catherine","Catherine","Baskow","4/22/2007 12:00:00 AM","female","4238 Adelaide St","TURTLEFORD","SK","S0M 2Y0"
"622","Poiter, Bruce","Bruce","Poiter","9/1/2006 12:00:00 AM","male","1912 7th Ave","WEYBURN","SK","S4H 2Y2"
"623","Sutter, Jerold","Jerold","Sutter","4/15/2007 12:00:00 AM","male","3185 Charleton Ave","PRINCE ALBERT","SK","S6V 6Z5"
"624","Platt, Adam","Adam","Platt","7/5/2007 12:00:00 AM","male","1489 Haaglund Rd","WILKIE","SK","X0X 0X0"
"625","Scharer, Aaron","Aaron","Scharer","10/26/2006 12:00:00 AM","male","501 Main St","SASKATOON","SK","S7M 2M1"
"626","Stembridge, Henry","Henry","Stembridge","7/19/2007 12:00:00 AM","male","645 9th Ave","PRINCE ALBERT","SK","S6V 2M1"
"627","Beesley, Lester","Lester","Beesley","12/31/2004 12:00:00 AM","male","3356 Essendene Avenue","REGINA","SK","S4R 0B9"
"628","Masengale, Annette","Annette","Masengale","1/12/2008 12:00:00 AM","female","4036 Pape Ave","SOMME","SK","S0E 1N0"
"629","Chavis, Samuel","Samuel","Chavis","8/3/2006 12:00:00 AM","male","619 chemin Hudson","SWIFT CURRENT","SK","S9H 2P8"
"630","Zdrojewski, Julie","Julie","Zdrojewski","9/23/2007 12:00:00 AM","female","1715 Eglinton Avenue","CABRI","SK","S0N 0J0"
"631","Hamidi, Charles","Charles","Hamidi","11/7/2007 12:00:00 AM","male","4204 5th Avenue","PRINCE ALBERT","SK","S6V 0E4"
"632","Mandl, Gil","Gil","Mandl","11/12/2006 12:00:00 AM","male","2521 MacLaren Street","SASKATOON","SK","S7K 5M1"
"633","Hinds, Nelson","Nelson","Hinds","7/26/2007 12:00:00 AM","male","4968 Alness Street","MOOSE JAW","SK","S6H 4R3"
"634","Bart, Jesus","Jesus","Bart","7/31/2004 12:00:00 AM","male","1648 Pine Street","MOOSE JAW","SK","S6J 1A1"
"635","King, Erin","Erin","King","1/1/2004 12:00:00 AM","female","154 James Street","WEYBURN","SK","S4H 1A2"
"636","Touchstone, Andrew","Andrew","Touchstone","4/23/2008 12:00:00 AM","male","3966 No. 3 Road","PORCUPINE PLAIN","SK","S0E 1H0"
"637","Smallmon, Alphonse","Alphonse","Smallmon","4/13/2008 12:00:00 AM","male","2173 Bridgeport Rd","REGINA","SK","S4S 0S3"
"638","Galvan, Albert","Albert","Galvan","7/28/2004 12:00:00 AM","male","1466 Port Washington Road","MOOSE JAW","SK","S6H 2A4"
"639","Feese, Justin","Justin","Feese","7/16/2003 12:00:00 AM","male","804 Blind Bay Road","WEYBURN","SK","S4H 0E5"
"640","Valenzuela, John","John","Valenzuela","9/2/2004 12:00:00 AM","male","1759 56th Street","EMERALD PARK","SK","S4L 1A7"
"641","Cundy, Erin","Erin","Cundy","7/21/2007 12:00:00 AM","female","1588 Galts Ave","WEYBURN","SK","S4H 1Z8"
"642","Kaylor, Shanda","Shanda","Kaylor","2/20/2008 12:00:00 AM","female","1267 Hyde Park Road","MOOSE JAW","SK","S6S 1C6"
"643","Rodrigue, Shawn","Shawn","Rodrigue","2/24/2008 12:00:00 AM","male","1359 MacLaren Street","NORTH BATTLEFORD","SK","S9A 1T5"
"644","Ashline, Darlene","Darlene","Ashline","9/6/2004 12:00:00 AM","female","1894 Blind Bay Road","SASKATOON","SK","S7N 4A2"
"645","Doman, Robert","Robert","Doman","11/4/2006 12:00:00 AM","male","1356 Eglinton Avenue","SASKATOON","SK","S7J 2A1"
"646","Eifler, Miles","Miles","Eifler","6/7/2007 12:00:00 AM","male","417 Hardy Street","PRINCE ALBERT","SK","S6V 4M7"
"647","Vitale, Toby","Toby","Vitale","7/15/2004 12:00:00 AM","male","1694 St. John Street","LANCER","SK","X0X 0X0"
"648","Kisner, Lillie","Lillie","Kisner","9/6/2007 12:00:00 AM","female","3859 Kinchant St","C0DETTE","SK","S0E 0P0"
"649","Carreras, Chad","Chad","Carreras","9/3/2007 12:00:00 AM","male","3937 11th Ave","MOOSE JAW","SK","S6J 1L2"
"650","Grainger, James","James","Grainger","9/23/2003 12:00:00 AM","male","1578 Kinchant St","WHITEWOOD","SK","S0G 5L0"
"651","Biehler, Mark","Mark","Biehler","6/20/2004 12:00:00 AM","male","2797 Roger Street","CUDWORTH","SK","S0K 1B0"
"652","Gilkeson, Joseph","Joseph","Gilkeson","2/29/2004 12:00:00 AM","male","2097 47th Avenue","WEYBURN","SK","S4H 2R4"
"653","Augustus, Linda","Linda","Augustus","11/16/2006 12:00:00 AM","female","1281 rue Saint-Antoine","SASKATOON","SK","S7N 1P3"
"654","Lessner, John","John","Lessner","4/20/2007 12:00:00 AM","male","3598 Fallon Drive","REGINA","SK","S4R 2R7"
"655","McDonough, Timothy","Timothy","McDonough","8/13/2007 12:00:00 AM","male","2317 Duke Street","SASKATOON","SK","S7J 5K2"
"656","Karpenko, Dorothy","Dorothy","Karpenko","4/19/2008 12:00:00 AM","female","4266 Côte Joyeuse","SWIFT CURRENT","SK","S9H 1Z7"
"657","Hassenfritz, Bobby","Bobby","Hassenfritz","8/20/2004 12:00:00 AM","male","3840 Rogers Road","SWIFT CURRENT","SK","S9H 1K3"
"658","Loredo, Robert","Robert","Loredo","2/22/2005 12:00:00 AM","male","358 Reserve St","SASKATOON","SK","S7J 0P2"
"659","Bathgate, Ida","Ida","Bathgate","4/5/2007 12:00:00 AM","female","4254 Main St","MEADOW LAKE","SK","S9X 1H8"
"660","Shouse, Lenard","Lenard","Shouse","11/13/2003 12:00:00 AM","male","2631 De la Providence Avenue","SASKATOON","SK","S7J 1E9"
"661","Brattin, Vincent","Vincent","Brattin","3/7/2007 12:00:00 AM","male","4069 Bridgeport Rd","ALAMEDA","SK","S0C 0A0"
"662","Catalan, Paul","Paul","Catalan","3/27/2008 12:00:00 AM","male","1649 Brook St","ESTEVAN","SK","S4A 2Y3"
"663","Sipos, John","John","Sipos","11/10/2004 12:00:00 AM","male","3422 Pitfield Blvd","KAYVILLE","SK","S0H 2C0"
"664","Griffith, Ralph","Ralph","Griffith","3/5/2005 12:00:00 AM","male","3752 Water Street","GAINSBOROUGH","SK","S0C 0Z0"
"665","Osborn, Troy","Troy","Osborn","6/11/2005 12:00:00 AM","male","2990 Saint-Denis Street","REGINA","SK","S4N 3B8"
"666","Abubaker, Wm","Wm","Abubaker","5/16/2005 12:00:00 AM","male","1589 rue des Églises Est","ESTEVAN","SK","S4A 0H8"
"667","Lockhart, Joel","Joel","Lockhart","7/20/2004 12:00:00 AM","male","4514 Ste. Catherine Ouest","PRINCE ALBERT","SK","S6V 3K4"
"668","Dombroski, Ryan","Ryan","Dombroski","8/6/2004 12:00:00 AM","male","2148 Lynden Road","REGINA","SK","S4S 1B3"
"669","Maddaloni, Nicole","Nicole","Maddaloni","9/14/2004 12:00:00 AM","female","1367 James Street","REGINA","SK","S4N 1W3"
"670","Smoot, Nancy","Nancy","Smoot","11/27/2007 12:00:00 AM","female","4989 47th Avenue","ESTEVAN","SK","S4A 2R9"
"671","Chaves, Daniel","Daniel","Chaves","9/28/2003 12:00:00 AM","male","1505 rue Levy","PRINCE ALBERT","SK","S6V 2Z2"
"672","So, Enrique","Enrique","So","1/12/2007 12:00:00 AM","male","4540 Robson St","REGINA","SK","S4S 1B3"
"673","Hiott, Charles","Charles","Hiott","6/8/2004 12:00:00 AM","male","3077 De la Providence Avenue","ESTEVAN","SK","S4A 2N5"
"674","Arteaga, Saul","Saul","Arteaga","5/6/2005 12:00:00 AM","male","604 Township Rd","PRINCE ALBERT","SK","S6V 1Y7"
"675","Bedgood, James","James","Bedgood","1/16/2007 12:00:00 AM","male","3421 James Street","SASKATOON","SK","S7M 0M7"
"676","Pivin, Alex","Alex","Pivin","8/19/2006 12:00:00 AM","male","3237 Dufferin Street","MOOSE JAW","SK","S6H 4V7"
"677","Ballance, Ana","Ana","Ballance","2/9/2007 12:00:00 AM","female","2317 René-Lévesque Blvd","PRINCE ALBERT","SK","S6V 0H5"
"678","Kipfer, Brian","Brian","Kipfer","7/11/2006 12:00:00 AM","male","4152 Carlson Road","MOOSE JAW","SK","S6H 2A2"
"679","Higgins, Judy","Judy","Higgins","4/26/2005 12:00:00 AM","female","3887 Lake City Way","PRINCE ALBERT","SK","S6V 0L4"
"680","Solarz, Edward","Edward","Solarz","9/29/2004 12:00:00 AM","male","3095 Acton Avenue","ESTEVAN","SK","S4A 0A1"
"681","Delucchi, Gregory","Gregory","Delucchi","9/16/2006 12:00:00 AM","male","4206 Princess St","PRINCE ALBERT","SK","S6V 0H5"
"682","Jurado, Carol","Carol","Jurado","7/22/2007 12:00:00 AM","female","3689 Kinchant St","YORKTON","SK","S3N 3L7"
"683","Ricci, Joanne","Joanne","Ricci","7/30/2003 12:00:00 AM","female","738 Bay Street","SASKATOON","SK","S7N 1P7"
"684","Braddy, Ann","Ann","Braddy","11/27/2004 12:00:00 AM","female","4944 Fourth Avenue","SWIFT CURRENT","SK","S9H 3H3"
"685","Spain, Elaine","Elaine","Spain","12/6/2003 12:00:00 AM","female","342 90th Avenue","ANNAHEIM","SK","S0K 0G0"
"686","Schoeben, Austin","Austin","Schoeben","12/14/2003 12:00:00 AM","male","4337 rue des Églises Est","REGINA","SK","S4N 4T1"
"687","Kayser, Amy","Amy","Kayser","8/8/2004 12:00:00 AM","female","2913 Lauzon Parkway","SASKATOON","SK","S7L 1E4"
"688","Peppel, Marc","Marc","Peppel","9/24/2006 12:00:00 AM","male","2148 Yonge Street","SASKATOON","SK","S7H 3N6"
"689","Mabalot, Lawrence","Lawrence","Mabalot","2/24/2008 12:00:00 AM","male","2852 Blanshard","REGINA","SK","S4X 4S6"
"690","Halasz, Steven","Steven","Halasz","6/2/2008 12:00:00 AM","male","3153 Bay Street","YORKTON","SK","S3N 0Z6"
"691","Borger, Adan","Adan","Borger","11/22/2003 12:00:00 AM","male","4996 St. John Street","SASKATOON","SK","S7L 2Z9"
"692","Priebe, Elliott","Elliott","Priebe","3/25/2004 12:00:00 AM","male","2981 Brand Road","REGINA","SK","S4S 4P9"
"693","Saporito, Woodrow","Woodrow","Saporito","12/22/2006 12:00:00 AM","male","4067 Galts Ave","MOOSE JAW","SK","S6H 5L5"
"694","Splain, Jeremy","Jeremy","Splain","1/19/2005 12:00:00 AM","male","2813 Venture Place","SASKATOON","SK","S7K 8B7"
"695","Brambila, Roger","Roger","Brambila","8/29/2004 12:00:00 AM","male","3904 Islington Ave","ESTEVAN","SK","S4A 1P5"
"696","Raysor, Tommy","Tommy","Raysor","10/13/2003 12:00:00 AM","male","3403 Brand Road","YORKTON","SK","S3N 2T2"
"697","Villarrubia, Danielle","Danielle","Villarrubia","11/9/2006 12:00:00 AM","female","3817 11th Ave","SASKATOON","SK","S7M 2M1"
"698","Smallwood, Gary","Gary","Smallwood","6/22/2005 12:00:00 AM","male","1635 Lockhart Drive","SASKATOON","SK","S7L 3L3"
"699","McKibbens, Thomas","Thomas","McKibbens","8/23/2006 12:00:00 AM","male","1490 George Street","REGINA","SK","S4X 2Y8"
"700","Kloster, Roman","Roman","Kloster","7/29/2004 12:00:00 AM","male","2126 Hastings Street","REGINA","SK","S4R 3R4"
"701","Argo, Manuel","Manuel","Argo","5/5/2004 12:00:00 AM","male","2198 Venture Place","SASKATOON","SK","S7J 3E1"
"702","Hamel, Tom","Tom","Hamel","7/29/2004 12:00:00 AM","male","4195 Fourth Avenue","REGINA","SK","S4X 3Y1"
"703","Platner, Mark","Mark","Platner","10/25/2006 12:00:00 AM","male","3913 Wellington Ave","SASKATOON","SK","S7H 0N2"
"704","Roginski, Stephanie","Stephanie","Roginski","4/21/2007 12:00:00 AM","female","2899 Craven Place","WEYBURN","SK","S4H 1L8"
"705","Barefoot, Thomas","Thomas","Barefoot","5/18/2005 12:00:00 AM","male","3364 avenue de Port-Royal","PONTEIX","SK","S0N 0C0"
"706","Saxon, George","George","Saxon","10/16/2006 12:00:00 AM","male","951 Nelson Street","BURSTAL","SK","S0N 0H0"
"707","Hafenbrack, Norman","Norman","Hafenbrack","1/20/2007 12:00:00 AM","male","926 Victoria Park Ave","PRINCE ALBERT","SK","S6V 3R9"
"708","Dombek, Fannie","Fannie","Dombek","9/25/2006 12:00:00 AM","female","787 Blind Bay Road","PRINCE ALBERT","SK","S6V 6V7"
"709","Balmaceda, Arturo","Arturo","Balmaceda","12/1/2003 12:00:00 AM","male","3231 Speers Road","CORMAN PARK","SK","S7T 1B9"
"710","Agrella, Neil","Neil","Agrella","11/27/2006 12:00:00 AM","male","682 Mesa Vista Drive","SASKATOON","SK","S7J 3C8"
"711","Patrick, Derrick","Derrick","Patrick","12/1/2007 12:00:00 AM","male","3586 Eglinton Avenue","SASKATOON","SK","S7H 4C2"
"712","Truchan, Ronald","Ronald","Truchan","3/21/2007 12:00:00 AM","male","3635 Pearl Street","WEYBURN","SK","S4H 1L9"
"713","Willetts, Bruce","Bruce","Willetts","10/21/2003 12:00:00 AM","male","3111 Adelaide St","PRINCE ALBERT","SK","S6V 0M7"
"714","Schenker, Paul","Paul","Schenker","2/15/2008 12:00:00 AM","male","3235 Tycos Dr","SASKATOON","SK","S7M 0H8"
"715","Halberg, Ryan","Ryan","Halberg","9/11/2007 12:00:00 AM","male","809 11th Ave","YORKTON","SK","S3N 2J5"
"716","Paniagua, Shirley","Shirley","Paniagua","7/25/2003 12:00:00 AM","female","2952 Birkett Lane","SASKATOON","SK","S7K 6G1"
"717","Botts, Phil","Phil","Botts","5/13/2007 12:00:00 AM","male","3349 St-Jerome Street","GARRICK","SK","S0J 0Z0"
"718","Tenario, Eduardo","Eduardo","Tenario","9/17/2004 12:00:00 AM","male","2428 Yonge Street","REGINA","SK","S4R 0K9"
"719","Boulanger, John","John","Boulanger","9/24/2007 12:00:00 AM","male","110 Papineau Avenue","SASKATOON","SK","S7J 2T3"
"720","Manuelito, Kenneth","Kenneth","Manuelito","6/17/2008 12:00:00 AM","male","2024 Beaver Creek","REGINA","SK","S4S 4K9"
"721","Ciocco, Edgar","Edgar","Ciocco","10/29/2003 12:00:00 AM","male","2029 Bay Street","MOOSE JAW","SK","S6H 0X7"
"722","Spader, Adam","Adam","Spader","1/9/2008 12:00:00 AM","male","3540 49th Avenue","WEYBURN","SK","S4H 1R8"
"723","Kurt, James","James","Kurt","11/10/2003 12:00:00 AM","male","129 Parkdale Ave","SASKATOON","SK","S7H 4Z5"
"724","Talahytewa, Mary","Mary","Talahytewa","8/27/2006 12:00:00 AM","male","1905 Township Rd","CENTRAL BUTTE","SK","S0H 0T0"
"725","Bouchard, Mary","Mary","Bouchard","3/23/2004 12:00:00 AM","female","1698 Hamilton Street","SASKATOON","SK","S7H 4N9"
"726","Russman, Edna","Edna","Russman","7/1/2007 12:00:00 AM","female","1946 Bay Street","PRINCE ALBERT","SK","S6V 4N1"
"727","Prats, Dean","Dean","Prats","9/24/2007 12:00:00 AM","male","753 Fallon Drive","SWIFT CURRENT","SK","S9H 5A5"
"728","Shermer, Sarah","Sarah","Shermer","11/26/2006 12:00:00 AM","female","1743 Dominion St","MOOSE JAW","SK","S6J 1G6"
"729","Keesee, Frank","Frank","Keesee","4/10/2005 12:00:00 AM","male","443 Bloor Street","REGINA","SK","S4X 4K5"
"730","Whittlesey, Scott","Scott","Whittlesey","3/13/2008 12:00:00 AM","male","4120 A Avenue","SASKATOON","SK","S7L 0T7"
"731","Whyte, Matilda","Matilda","Whyte","9/22/2007 12:00:00 AM","female","3628 Ross Street","SASKATOON","SK","S7J 0H6"
"732","Sakakeeny, Frank","Frank","Sakakeeny","8/19/2006 12:00:00 AM","male","2932 Merivale Road","SASKATOON","SK","S7K 3L7"
"733","Saisa, Roxanne","Roxanne","Saisa","2/15/2005 12:00:00 AM","female","341 Jade St","MOOSE JAW","SK","S6H 3P2"
"734","Devillers, Judy","Judy","Devillers","12/11/2006 12:00:00 AM","female","405 Brew Creek Rd","MOOSE JAW","SK","S6H 7T7"
"735","Daigle, Brian","Brian","Daigle","6/17/2007 12:00:00 AM","male","1585 rue Fournier","ESTEVAN","SK","S4A 2P4"
"736","Pinion, Ami","Ami","Pinion","1/8/2008 12:00:00 AM","female","773 Eagle Rd","MELFORT","SK","X0X 0X0"
"737","Brumbaugh, Mark","Mark","Brumbaugh","11/8/2007 12:00:00 AM","male","4870 Harvest Moon Dr","ESTEVAN","SK","S4A 0L7"
"738","Gan, Luis","Luis","Gan","9/26/2007 12:00:00 AM","male","2167 Weir Crescent","WEBB","SK","X0X 0X0"
"739","Rabine, Ethel","Ethel","Rabine","8/4/2004 12:00:00 AM","female","2796 Carling Avenue","SASKATOON","SK","S7L 3K1"
"740","Orlowski, Ethel","Ethel","Orlowski","1/27/2004 12:00:00 AM","female","419 St Jean Baptiste St","REGINA","SK","S4S 6A8"
"741","Deneen, Timothy","Timothy","Deneen","2/4/2007 12:00:00 AM","male","3534 rue des Églises Est","MOOSE JAW","SK","S6H 4P8"
"742","Segouia, Hugh","Hugh","Segouia","12/1/2006 12:00:00 AM","male","1562 Promenade du Portage","WEYBURN","SK","S4H 3G5"
"743","Cudahy, Henry","Henry","Cudahy","12/12/2007 12:00:00 AM","male","4656 Yoho Valley Road","PRINCE ALBERT","SK","S6V 5E2"
"744","Summey, Richard","Richard","Summey","6/17/2007 12:00:00 AM","male","1622 Stum Lake Road","YORKTON","SK","X0X 0X0"
"745","Werst, Brian","Brian","Werst","3/3/2004 12:00:00 AM","male","3904 Bay Street","MOOSE JAW","SK","S6H 0E6"
"746","Wiglesworth, Howard","Howard","Wiglesworth","10/23/2007 12:00:00 AM","male","790 Albert Street","MOOSE JAW","SK","S6H 4G5"
"747","Westhoff, James","James","Westhoff","1/8/2004 12:00:00 AM","male","1510 Island Hwy","SWIFT CURRENT","SK","S9H 4M8"
"748","Lief, Larry","Larry","Lief","3/19/2005 12:00:00 AM","male","1351 Dominion St","NORTH BATTLEFORD","SK","S9A 2X4"
"749","Walezak, Theresa","Theresa","Walezak","12/5/2006 12:00:00 AM","female","4383 Wyecroft Road","PONTEIX","SK","S0N 1S0"
"750","Person, Frederick","Frederick","Person","1/2/2005 12:00:00 AM","male","612 Papineau Avenue","REGINA","SK","S4S 0G6"
"751","Binford, James","James","Binford","12/18/2007 12:00:00 AM","male","3847 Robson St","RIVERHURST","SK","S0H 3P0"
"752","Joseph, Donald","Donald","Joseph","5/7/2008 12:00:00 AM","male","348 99th St","REGINA","SK","S4S 6N2"
"753","Shaul, Arlene","Arlene","Shaul","10/28/2007 12:00:00 AM","female","2788 Holdom Avenue","PLUNKETT","SK","S0K 3J0"
"754","Gallardo, Maria","Maria","Gallardo","2/6/2008 12:00:00 AM","female","4502 René-Lévesque Blvd","YORKTON","SK","S3N 2T2"
"755","Duval, Daphne","Daphne","Duval","12/12/2007 12:00:00 AM","female","1157 Alaska Hwy","REGINA","SK","S4S 6N2"
"756","Eisenhuth, Shawn","Shawn","Eisenhuth","12/22/2006 12:00:00 AM","male","1015 Danforth Avenue","PRINCE ALBERT","SK","S6V 4V3"
"757","Damon, Helen","Helen","Damon","6/1/2008 12:00:00 AM","female","2082 Reserve St","ST WALBURG","SK","S0M 2T0"
"758","Ramon, Lonnie","Lonnie","Ramon","3/20/2004 12:00:00 AM","male","1601 Eglinton Avenue","ESTEVAN","SK","S4A 1K1"
"759","Kelton, Luz","Luz","Kelton","7/7/2004 12:00:00 AM","female","3430 Russell Avenue","MOOSE JAW","SK","S6H 5L5"
"760","Kramer, James","James","Kramer","1/3/2008 12:00:00 AM","male","1060 McGill Road","ESTEVAN","SK","S4A 0M6"
"761","Pauley, David","David","Pauley","11/3/2006 12:00:00 AM","male","1280 Ross Street","SASKATOON","SK","S7K 2J2"
"762","Goodrum, Karen","Karen","Goodrum","7/3/2007 12:00:00 AM","female","4070 Nelson Street","EDAM","SK","S0M 0V0"
"763","Archambeau, Raymond","Raymond","Archambeau","4/28/2004 12:00:00 AM","male","876 Sheppard Ave","SASKATOON","SK","S7K 5G7"
"764","Diallo, Matthew","Matthew","Diallo","8/26/2007 12:00:00 AM","male","4907 Kennedy Rd","MOOSE JAW","SK","S6H 3C1"
"765","Skiles, Landon","Landon","Skiles","11/11/2004 12:00:00 AM","male","1352 Dundas St","YORKTON","SK","S3N 1S7"
"766","Widdows, Patricia","Patricia","Widdows","12/17/2003 12:00:00 AM","female","729 Toy Avenue","PRINCE ALBERT","SK","S6V 2N5"
"767","Ragan, Patrick","Patrick","Ragan","12/4/2006 12:00:00 AM","male","3326 St. John Street","REGINA","SK","S4R 2X3"
"768","Gallus, Robert","Robert","Gallus","1/20/2008 12:00:00 AM","male","3438 Carling Avenue","REGINA","SK","S4T 7M7"
"769","Applegate, Travis","Travis","Applegate","11/27/2004 12:00:00 AM","male","2862 Sixth Street","YORKTON","SK","S3N 0N5"
"770","Plant, Gabriel","Gabriel","Plant","4/2/2004 12:00:00 AM","male","1004 Cork St","REGINA","SK","S4T 3Z6"
"771","Langone, Christopher","Christopher","Langone","8/17/2007 12:00:00 AM","male","3815 Elgin Street","SASKATOON","SK","S7L 1C7"
"772","McGlothlin, Rosemary","Rosemary","McGlothlin","9/20/2004 12:00:00 AM","female","3181 11th Ave","SASKATOON","SK","S7K 6S8"
"773","McCall, Evette","Evette","McCall","5/11/2008 12:00:00 AM","female","3331 Thatcher Avenue","PRINCE ALBERT","SK","S6V 5H9"
"774","Man, Stephanie","Stephanie","Man","11/30/2006 12:00:00 AM","female","2157 Tycos Dr","SASKATOON","SK","S7K 1B3"
"775","Bilodeau, Brenda","Brenda","Bilodeau","5/15/2007 12:00:00 AM","female","2224 University Avenue","REGINA","SK","S4N 5G5"
"776","Giancola, Bradley","Bradley","Giancola","7/9/2003 12:00:00 AM","male","2959 Lake City Way","SWIFT CURRENT","SK","S9H 5B4"
"777","Layous, Wayne","Wayne","Layous","9/19/2006 12:00:00 AM","male","718 50th Street","YORKTON","SK","S3N 4G3"
"778","Rickerd, Dean","Dean","Rickerd","3/6/2007 12:00:00 AM","male","1864 40th Street","SASKATOON","SK","S7J 4X4"
"779","Lechtenberg, Peter","Peter","Lechtenberg","9/24/2004 12:00:00 AM","male","2110 Glover Road","SASKATOON","SK","S7K 5H6"
"780","McIver, William","William","McIver","1/10/2004 12:00:00 AM","male","728 Venture Place","PRINCE ALBERT","SK","S6V 7Z2"
"781","Bougher, Helen","Helen","Bougher","2/4/2004 12:00:00 AM","female","2270 James Street","MOOSE JAW","SK","S4H 4P8"
"782","Hylands, Luann","Luann","Hylands","10/19/2003 12:00:00 AM","female","1522 Adelaide St","NORTH BATTLEFORD","SK","S9A 3Y3"
"783","Fogal, Larry","Larry","Fogal","6/4/2005 12:00:00 AM","male","905 Kinchant St","WHITE CITY","SK","S4L 0B3"
"784","Sartin, Robert","Robert","Sartin","3/24/2004 12:00:00 AM","male","4938 Seguin Street","SASKATOON","SK","S7H 3Y5"
"785","Puckett, Kerry","Kerry","Puckett","4/22/2007 12:00:00 AM","female","2771 Nelson Street","SASKATOON","SK","S7H 4C4"
"786","Goelz, Merry","Merry","Goelz","11/12/2006 12:00:00 AM","female","844 St George Street","ESTEVAN","SK","S4A 1A4"
"787","Harness, Robert","Robert","Harness","8/21/2007 12:00:00 AM","male","1901 Fourth Avenue","VISCOUNT","SK","X0X 0X0"
"788","Waldrop, Larry","Larry","Waldrop","12/8/2003 12:00:00 AM","male","436 40th Street","SASKATOON","SK","S7L 0T7"
